#BM(C|255),MC(C|255),DESCR(C|4000)
38.0201,颈动脉取栓术,"BE1,手术1,手术1,1;DB1,手术1,手术1,1;FF2,手术1,手术1,1;KJ1,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.0202,颈静脉取栓术,"BE1,手术1,手术1,1;FF3,手术1,手术1,1"
38.0301,上肢静脉取栓术,"FF3,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
38.0302,上肢动脉取栓术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
38.0401,主动脉取栓术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
38.0501,锁骨下动脉取栓术,"EB1,手术1,手术1,1;FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.0502,上腔静脉取栓术,"FF3,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.0503,肺动脉取栓术,"EB1,手术1,手术1,1;FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.0504,胸主动脉取栓术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
38.0601,肠系膜动脉取栓术,"FF2,手术1,手术1,1"
38.0602,髂动脉取栓术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
38.0603,肾动脉取栓术,"FN1,手术1,手术1,1;LC1,手术1,手术1,1"
38.0701,髂静脉取栓术,"FF4,手术1,手术1,1;PB1,手术1,手术1,1"
38.0702,下腔静脉取栓术,"FF3,手术1,手术1,1;LJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
38.0703,肾静脉取栓术,"FF3,手术1,手术1,1;LC1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.0704,门静脉取栓术,"FF3,手术1,手术1,1;HJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.0705,肠系膜静脉取栓术,"FF3,手术1,手术1,1;HJ1,手术1,手术1,1;PB1,手术1,手术1,1"
38.0801,股动脉取栓术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
38.0802,腘动脉取栓术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1"
38.0901,股静脉取栓术,"FF3,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.0902,腘静脉取栓术,"FF3,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1100,颅内动脉内膜切除术,"BE1,手术1,手术1,1"
38.1201,颈动脉内膜切除术,"BE1,手术1,手术1,1;FF2,手术1,手术1,1;KJ1,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1202,颈动脉内膜切除伴补片修补术,"BE1,手术1,手术1,1;FF2,手术1,手术1,1;KJ1,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1300,上肢血管内膜切除术,"FF2,手术1,手术1,1"
38.1401,主动脉内膜切除伴补片修补术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1402,腹主动脉内膜切除术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1403,胸主动脉内膜切除术,"FE1,手术1,手术1,诊断,2"
38.1501,肺动脉内膜切除术,"EB1,手术1,手术1,1;FE1,手术1,手术1,诊断,2;FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1601,肾动脉内膜切除伴补片修补术,"FF2,手术1,手术1,1;LB1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1602,髂动脉内膜切除术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1603,髂动脉内膜切除伴补片修补术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1604,肾动脉内膜切除术,"FN1,手术1,手术1,1;LB1,手术1,手术1,1"
38.1801,股动脉内膜切除术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1802,股动脉内膜切除伴补片修补术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1803,腘动脉内膜切除术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.1804,腘动脉内膜切除伴补片修补术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.2100,血管活组织检查,"FJ1,手术1,手术1,1;KJ1,手术1,手术1,1;LJ1,手术1,手术1,1;RA2,手术1,手术1,诊断,2;RA4,手术1,手术1,诊断,2"
38.2200,经皮血管镜检查,"FN1,手术1,手术1,1"
38.2300,血管内光谱分析,"FN1,手术1,手术1,1"
38.2400,经光学相干断层扫描的冠状血管血管内影像[OCT],"FM3,手术1,手术1,1"
38.2500,经光学相干断层扫描的非冠状血管血管内影像[OCT],"FN1,手术1,手术1,1"
38.2601,置入无导线的压力传感器，用于心内或大血管血流动力学监测,"FN1,手术1,手术1,1"
38.2602,置换无导线的压力传感器，用于心内或大血管血流动力学监测,"FM3,手术1,手术1,1"
38.3000,血管部分切除术伴吻合术,"BE1,手术1,手术1,1;FF2,手术1,手术1,1;KJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.3100,颅内血管部分切除伴吻合术,"BE1,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.3101,颅内血管畸形切除伴吻合术,"BE1,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.3201,颈动脉动脉瘤切除伴吻合术,"BE1,手术1,手术1,1;FF2,手术1,手术1,1"
38.3202,颈动脉部分切除伴吻合术,"BE1,手术1,手术1,1;DB1,手术1,手术1,1;FF2,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.3300,上肢血管部分切除伴吻合术,"FF2,手术1,手术1,1"
38.3301,上肢动脉动脉瘤切除伴吻合术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1"
38.3400,主动脉部分切除术伴吻合术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.3401,主动脉动脉瘤切除伴吻合术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
38.3402,腹主动脉动脉瘤切除伴吻合术,"FE1,手术1,手术1,诊断,2"
38.3403,胸主动脉动脉瘤切除伴吻合术,"FE1,手术1,手术1,诊断,2"
38.3501,肺动脉部分切除伴吻合术,"EB1,手术1,手术1,1;FE1,手术1,手术1,诊断,2;FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.3600,腹动脉部分切除术伴吻合术,"FF2,手术1,手术1,1"
38.3700,腹静脉部分切除术伴吻合术,"FF3,手术1,手术1,1;LJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.3701,肾静脉部分切除伴吻合术,"FF3,手术1,手术1,1;LJ1,手术1,手术1,1"
38.3800,下肢动脉部分切除术伴吻合术,"FF2,手术1,手术1,1;KJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.3900,下肢静脉部分切除术伴吻合术,"FF3,手术1,手术1,1"
38.4000,血管部分切除术伴置换术,"BE1,手术1,手术1,1;FF1,手术1,手术1,1"
38.4100,颅内血管部分切除术伴置换术,"BE1,手术1,手术1,1"
38.4201,颈动脉部分切除伴置换术,"BE1,手术1,手术1,1;FF1,手术1,手术1,1;PJ1,手术1,手术1,1"
38.4202,椎动脉瘤切除伴置换术,"BE1,手术1,手术1,1;FF1,手术1,手术1,1;PJ1,手术1,手术1,1"
38.4203,颈动脉动脉瘤切除伴置换术,"BE1,手术1,手术1,1;FF1,手术1,手术1,1;PJ1,手术1,手术1,1"
38.4301,桡动脉部分切除伴置换术,"FF1,手术1,手术1,1;KJ1,手术1,手术1,1;LF1,手术1,手术1,诊断,2"
38.4302,肱动脉部分切除伴置换术,"FF1,手术1,手术1,1;KJ1,手术1,手术1,1;LF1,手术1,手术1,诊断,2"
38.4303,腋静脉部分切除伴置换术,"FF3,手术1,手术1,1;KJ1,手术1,手术1,1;LF1,手术1,手术1,诊断,2"
38.4304,尺动脉部分切除伴自体血管置换术,"FF1,手术1,手术1,1"
38.4401,腹主动脉瘤切除伴置换术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
38.4501,主动脉部分切除伴置换术,"FE1,手术1,手术1,诊断,2"
38.4502,胸主动脉瘤切除伴置换术,"FE1,手术1,手术1,诊断,2"
38.4503,主动脉瓣和升主动脉置换和冠脉移植术（Bentall手术）,"EB1,手术1,手术1,1;FE1,手术1,手术1,诊断,2;FF1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.4504,全主动脉弓人工血管置换并支架象鼻手术（Sun's手术）,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
38.4505,保留主动脉窦的主动脉瓣和升主动脉替换术（Wheat手术）,"FE1,手术1,手术1,诊断,2"
38.4506,主动脉瓣和升主动脉置换术（Cabrol手术）,"EB1,手术1,手术1,1;FE1,手术1,手术1,诊断,2;FF1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.4507,保留主动脉瓣主动脉根部置换加冠状动脉移植术（David手术）,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
38.4508,锁骨下动脉瘤切除伴置换术,"FF2,手术1,手术1,1"
38.4509,锁骨下动脉部分切除伴置换术,"FF2,手术1,手术1,1"
38.4510,上腔静脉部分切除伴置换术,"EB1,手术1,手术1,1"
38.4511,胸腔镜升主动脉置换术,"FE1,手术1,手术1,诊断,2"
38.4601,肾动脉瘤切除伴置换术,"FF1,手术1,手术1,1;LB1,手术1,手术1,1"
38.4602,脾动脉瘤切除伴置换术,"FF1,手术1,手术1,1;PB1,手术1,手术1,1"
38.4603,髂动脉部分切除伴置换术,"FF1,手术1,手术1,1"
38.4604,髂动脉瘤切除伴置换术,"FF1,手术1,手术1,1"
38.4701,门静脉瘤切除伴置换术,"FF3,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.4702,下腔静脉部分切除伴置换术,"FF3,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.4801,腘动脉部分切除伴置换术,"FF1,手术1,手术1,1;PB1,手术1,手术1,1"
38.4802,股动脉部分切除伴置换术,"FF1,手术1,手术1,1;PB1,手术1,手术1,1"
38.4803,胫动脉部分切除伴置换术,"FF1,手术1,手术1,1;PB1,手术1,手术1,1"
38.4804,腘动脉瘤切除伴置换术,"FF1,手术1,手术1,1;PB1,手术1,手术1,1"
38.4805,股动脉瘤切除伴置换术,"FF1,手术1,手术1,1;PB1,手术1,手术1,1"
38.5000,静脉曲张的结扎术和剥脱术,"FF3,手术1,手术1,1"
38.5100,颅内血管静脉曲张的结扎术和剥脱术,"FF3,手术1,手术1,1"
38.5201,头部静脉曲张的结扎术和剥脱术,"FF3,手术1,手术1,1"
38.5202,颈部静脉曲张的结扎术和剥脱术,"FF3,手术1,手术1,1"
38.5300,上肢血管静脉曲张的结扎术和剥脱术,"FF3,手术1,手术1,1"
38.5500,胸部血管静脉曲张的结扎术和剥脱术,"FF3,手术1,手术1,1"
38.5701,十二指肠静脉曲张结扎术,"FF4,手术1,手术1,1"
38.5702,阴茎静脉曲张结扎术,"FF3,手术1,手术1,1;MC1,手术1,手术1,1;PJ1,手术1,手术1,1"
38.5901,大隐静脉高位结扎和剥脱术,"FF3,手术1,手术1,1;JJ1,手术1,手术1,1;PB1,手术1,手术1,1"
38.5902,大隐静脉曲张结扎术,"FF3,手术1,手术1,1;JJ1,手术1,手术1,1;PB1,手术1,手术1,1"
38.5903,大隐静脉曲张剥脱术,"FF3,手术1,手术1,1;JJ1,手术1,手术1,1;PB1,手术1,手术1,1"
38.5904,小隐静脉曲张结扎术,"FF3,手术1,手术1,1"
38.5905,小隐静脉曲张剥脱术,"FF3,手术1,手术1,1;JJ1,手术1,手术1,1;PB1,手术1,手术1,1"
38.5906,小隐静脉高位结扎和剥脱术,"FF3,手术1,手术1,1;JJ1,手术1,手术1,1;PB1,手术1,手术1,1"
38.5907,大隐静脉曲张分段切除术,"FF3,手术1,手术1,1"
38.6101,颅内血管畸形切除术,"BC1,手术1,手术1,诊断,2;BE1,手术1,手术1,1;PJ1,手术1,手术1,1"
38.6102,脑血管瘤切除术,"BE1,手术1,手术1,1;ZB1,手术1,手术1,1"
38.6201,颈部血管瘤切除术,"BE1,手术1,手术1,1;DB1,手术1,手术1,1;FF2,手术1,手术1,1"
38.6301,上肢动脉瘤切除术,"FF2,手术1,手术1,1"
38.6302,上肢血管病损切除术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.6401,主动脉病损切除术,"FE1,手术1,手术1,诊断,2"
38.6402,主动脉瘤切除术,"FE1,手术1,手术1,诊断,2"
38.6501,无名静脉病损切除术,"FF3,手术1,手术1,1"
38.6601,脾动脉瘤切除术,"FF2,手术1,手术1,1;QB1,手术1,手术1,1"
38.6602,肾动脉瘤切除术,"FF2,手术1,手术1,1;LB1,手术1,手术1,1"
38.6701,下腔静脉病损切除术,"FF3,手术1,手术1,1;LJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.6702,门静脉病损切除术,"HJ1,手术1,手术1,1;LJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.6703,肾静脉病损切除术,"FF3,手术1,手术1,1;LB1,手术1,手术1,1"
38.6704,肝静脉病损切除术,"HJ1,手术1,手术1,1;LJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.6705,肠系膜上静脉病损切除术,"FF3,手术1,手术1,1"
38.6706,髂静脉病损切除术,"FF3,手术1,手术1,1"
38.6801,腘动脉瘤切除术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.6802,股动脉瘤切除术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.6901,下肢静脉病损切除术,"FF3,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.7x01,腔静脉结扎术,"FF3,手术1,手术1,1;HJ1,手术1,手术1,1;KJ1,手术1,手术1,1;LJ1,手术1,手术1,1;MJ1,手术1,手术1,1;NJ1,手术1,手术1,1;OC1,手术1,手术1,诊断,2;OJ1,手术1,手术1,1;QD1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.7x02,腔静脉折叠术,"FF3,手术1,手术1,1;HJ1,手术1,手术1,1;KJ1,手术1,手术1,1;LJ1,手术1,手术1,1;MJ1,手术1,手术1,1;NJ1,手术1,手术1,1;OC1,手术1,手术1,诊断,2;OJ1,手术1,手术1,1;QD1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.7x03,上腔静脉滤器置入术,"FF3,手术1,手术1,1;HJ1,手术1,手术1,1;KJ1,手术1,手术1,1;LJ1,手术1,手术1,1;MJ1,手术1,手术1,1;NJ1,手术1,手术1,1;OJ1,手术1,手术1,1;QD1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.7x04,下腔静脉滤器置入术,"FF3,手术1,手术1,1;HJ1,手术1,手术1,1;KJ1,手术1,手术1,1;LJ1,手术1,手术1,1;MJ1,手术1,手术1,1;NJ1,手术1,手术1,1;OJ1,手术1,手术1,1;QD1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8000,血管的其他手术闭合,"BC1,手术1,手术1,诊断,2;BE1,手术1,手术1,1;FF2,手术1,手术1,1"
38.8101,颅内血管畸形夹闭术,"BC1,手术1,手术1,诊断,2;BE1,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8201,颈动脉结扎术,"BE1,手术1,手术1,1;FF2,手术1,手术1,1"
38.8202,颈静脉结扎术,"DB1,手术1,手术1,1;FF3,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8203,舌动脉结扎术,"DJ1,手术1,手术1,1;FF2,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8301,尺动脉结扎术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8302,肱动脉结扎术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8303,桡动脉结扎术,"FF2,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8401,主动脉结扎术,"FE1,手术1,手术1,诊断,2"
38.8501,肺动脉环缩术,"FE1,手术1,手术1,诊断,2;FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8502,肺动脉结扎术,"EB1,手术1,手术1,1;FE1,手术1,手术1,诊断,2;FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8503,肋间动脉结扎术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8504,锁骨下动脉结扎术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8505,动脉导管未闭结扎术,"FD2,手术1,手术1,1"
38.8601,大网膜动脉结扎术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8602,胃动脉结扎术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8603,胆囊动脉结扎术,"FF2,手术1,手术1,1;HJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8604,肠系膜动脉结扎术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8605,肝动脉结扎术,"FF2,手术1,手术1,1;HJ1,手术1,手术1,1;PB1,手术1,手术1,1;RA2,手术1,手术1,诊断,2;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8606,脾动脉结扎术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;QD1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8607,髂动脉结扎术,"FF2,手术1,手术1,1;LJ1,手术1,手术1,1;MJ1,手术1,手术1,1;NJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8608,肾动脉结扎术,"FF2,手术1,手术1,1;LC1,手术1,手术1,1"
38.8609,子宫动脉结扎术,"FF2,手术1,手术1,1;NC1,手术1,手术1,1;OD1,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8701,肠系膜静脉结扎术,"FF3,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8702,子宫静脉高位结扎术,"FF3,手术1,手术1,1;NC1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8703,肾静脉结扎术,"FF3,手术1,手术1,1;LC1,手术1,手术1,1"
38.8704,门静脉结扎术,"FF3,手术1,手术1,1;HJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8705,阴茎静脉结扎术,"FF3,手术1,手术1,1;MC1,手术1,手术1,1"
38.8801,下肢动脉结扎术,"FF2,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.8901,下肢静脉结扎术,"FF3,手术1,手术1,1;JJ1,手术1,手术1,1;PB1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1;ZJ1,手术1,手术1,1"
38.9100,动脉导管插入术,"FF2,手术1,手术1,1"
38.9200,脐静脉导管插入术,"FF3,手术1,手术1,1"
38.9300,静脉导管插入术,"FF3,手术1,手术1,1"
38.9301,经外周静脉穿刺中心静脉置管术,"FF3,手术1,手术1,1"
38.9302,颈内静脉穿刺中心静脉置管术,"FF3,手术1,手术1,1"
38.9303,锁骨下静脉穿刺中心静脉置管术,"FF3,手术1,手术1,1"
38.9304,股静脉穿刺置管术,"FF3,手术1,手术1,1"
38.9400,静脉缩短,"FF3,手术1,手术1,1;PB1,手术1,手术1,1"
38.9501,为肾透析半永久静脉插管术,"FF3,手术1,手术1,1;LF1,手术1,手术1,诊断,2"
38.9502,为肾透析的临时静脉插管术,"FF3,手术1,手术1,1;LF1,手术1,手术1,诊断,2"
39.0x01,升主动脉-肺动脉吻合术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
39.0x02,锁骨下动脉-肺动脉吻合术,"BE1,手术1,手术1,1;FE1,手术1,手术1,诊断,2;FF1,手术1,手术1,1;PB1,手术1,手术1,1"
39.0x03,无名动脉-肺动脉吻合术,"FF1,手术1,手术1,1;PB1,手术1,手术1,1"
39.0x04,主动脉-肺动脉吻合术,"FE1,手术1,手术1,诊断,2"
39.0x05,降主动脉-肺动脉吻合术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
39.1x01,肠系膜静脉-腔静脉吻合术,"FF3,手术1,手术1,1;HB1,手术1,手术1,1;PB1,手术1,手术1,1"
39.1x02,肠系膜上静脉-下腔静脉-右心房搭桥术,"FF3,手术1,手术1,1"
39.1x03,门静脉-腔静脉吻合术,"FF3,手术1,手术1,1;HB1,手术1,手术1,1;PB1,手术1,手术1,1"
39.1x04,肾静脉-腔静脉吻合术,"FF3,手术1,手术1,1;LB1,手术1,手术1,1"
39.1x05,肠系膜上静脉-下腔静脉吻合术,"FF3,手术1,手术1,1;HB1,手术1,手术1,1;PB1,手术1,手术1,1"
39.1x06,脾静脉-腔静脉吻合术,"FF3,手术1,手术1,1"
39.1x07,脾静脉-肾静脉吻合术,"FF3,手术1,手术1,1;HB1,手术1,手术1,1;LB1,手术1,手术1,1;PB1,手术1,手术1,1;QB1,手术1,手术1,1"
39.1x08,肝圆韧带架桥门静脉-下腔静脉吻合术,"FF3,手术1,手术1,1"
39.1x09,肝圆韧带架桥肠系膜上静脉-下腔静脉吻合术,"FF3,手术1,手术1,1"
39.1x10,经颈静脉肝内门体静脉吻合术,"FF3,手术1,手术1,1;HB1,手术1,手术1,1;PB1,手术1,手术1,1"
39.2101,腔静脉-右心房搭桥术,"FF3,手术1,手术1,1"
39.2102,上腔静脉-右肺动脉吻合术,"FD1,手术1,手术1,诊断,2;FE1,手术1,手术1,诊断,2"
39.2201,主动脉-锁骨下动脉-肱动脉搭桥术,"FE1,手术1,手术1,诊断,2"
39.2202,锁骨下动脉-肱动脉搭桥术,"FF1,手术1,手术1,1"
39.2203,主动脉-颈动脉搭桥术,"BE1,手术1,手术1,1;FE1,手术1,手术1,诊断,2"
39.2204,主动脉-锁骨下动脉搭桥术,"FE1,手术1,手术1,诊断,2"
39.2205,颈动脉-颈动脉搭桥术,"BE1,手术1,手术1,1;FF1,手术1,手术1,1"
39.2206,颈动脉-腋动脉搭桥术,"BE1,手术1,手术1,1;FF1,手术1,手术1,1"
39.2207,主动脉-颈动脉-腋动脉搭桥术,"BE1,手术1,手术1,1;FE1,手术1,手术1,诊断,2"
39.2208,颈动脉-锁骨下动脉搭桥术,"BE1,手术1,手术1,1;FF1,手术1,手术1,1"
39.2209,颈动脉-锁骨上动脉搭桥术,"BE1,手术1,手术1,1;FF1,手术1,手术1,1"
39.2210,锁骨下动脉-锁骨下动脉搭桥术,"FF1,手术1,手术1,1"
39.2211,颈动脉-肱动脉搭桥术,"BE1,手术1,手术1,1;FF1,手术1,手术1,1"
39.2212,主动脉-肱动脉搭桥术,"FE1,手术1,手术1,诊断,2"
39.2301,升主动脉-降主动脉搭桥术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
39.2302,升主动脉-腹主动脉搭桥术,"FE1,手术1,手术1,诊断,2;PB1,手术1,手术1,1"
